FileVersion,1
Sprites,64
Colorselector,0,45,22,0
Colorselector,1,0,0,0
Colorselector,2,86,86,86
Colorselector,3,172,172,172
Colorselector,4,255,255,255
Colorselector,5,171,5,109
Colorselector,6,0,217,255
Colorselector,7,240,15,88
Colorselector,8,9,255,95
Colorselector,9,247,121,200
Colorselector,10,50,50,50
Colorselector,11,255,185,0
Colorselector,12,92,33,129
Colorselector,13,51,4,149
Colorselector,14,0,0,232
Colorselector,15,26,133,230
Colorselector,16,255,0,255
spritebank,0
SpriteStart
SpriteBitmapBlock,0,192,64
1,10,1,10,1,10,1,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,0,0,0,0,1,13,1,13,1,14,13,1,0,0,0,0,0,0,1,10,1,10,1,10,10,10,10,10,10,10,10,10,10,10
1,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,10,1,1,1,1,0,0,0,0,0,1,13,13,13,13,1,1,0,0,0,0,0,0,1,10,10,1,10,10,1,1,1,10,1,1,1,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,1,10,1,10,1,10,10,10,10,10,10,10,10,1,10,10,1,0,0,0,0,0,0,0,1,13,14,13,14,13,1,1,0,0,0,0,1,1,10,10,1,10,10,10,10,10,10,10,10,10,1,10
3,2,3,3,2,2,2,3,3,3,2,10,2,2,3,3,3,3,3,3,3,3,2,2,3,3,10,10,10,1,0,0,0,0,0,1,13,13,1,1,1,13,14,13,1,1,1,0,1,13,14,1,1,1,1,1,1,1,1,1,10,10,10,2
2,3,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,10,1,0,0,0,0,1,13,1,0,0,0,1,1,1,13,13,14,1,1,1,13,1,1,1,1,1,1,1,1,1,10,2,3,3
3,3,3,2,2,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,2,1,0,0,0,1,13,1,0,0,0,0,0,0,0,1,1,13,13,14,13,1,1,1,1,1,1,1,1,1,1,1,2,3,2
2,3,2,3,2,3,2,3,2,2,3,2,3,3,3,3,3,2,3,2,3,2,2,2,2,2,3,2,2,2,1,0,0,1,13,1,0,0,0,1,0,0,0,0,0,0,1,1,13,13,14,10,10,10,1,1,1,1,1,1,10,10,2,2
3,2,3,2,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,10,10,10,10,2,2,2,2,10,1,0,1,13,1,0,0,0,1,13,1,0,0,0,0,0,1,13,1,1,10,10,2,3,3,3,3,3,2,10,1,10,1,10
10,10,10,10,10,10,10,10,10,10,10,2,2,10,10,10,10,10,10,10,1,1,1,1,10,10,10,10,10,10,1,0,1,13,1,0,0,0,0,1,0,0,0,0,0,1,14,13,10,2,3,2,2,2,2,2,3,2,2,2,2,1,10,1
10,10,10,1,1,1,1,1,1,5,12,5,12,1,1,10,1,1,1,1,1,1,1,1,1,10,1,10,10,1,0,0,0,1,13,1,1,0,0,0,0,0,0,0,1,13,1,1,10,3,3,3,3,2,2,2,3,3,2,3,2,2,1,10
1,1,1,1,1,1,1,1,13,13,12,5,7,7,10,2,2,3,3,3,2,10,10,10,1,1,10,10,1,0,0,0,0,0,1,14,13,1,0,0,0,0,0,1,13,14,1,1,10,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2
10,10,10,10,10,10,10,13,13,12,5,5,7,7,5,3,3,3,3,3,3,3,3,3,10,10,1,1,0,0,0,0,0,0,0,1,13,14,1,1,0,0,1,13,1,1,0,1,10,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3
2,2,2,3,3,2,1,13,12,12,5,5,5,5,5,2,2,2,2,2,3,3,3,3,2,2,10,1,0,0,0,0,0,0,0,0,1,13,13,14,1,1,13,14,1,0,0,1,10,10,2,2,2,3,3,2,2,2,3,3,2,3,2,3
2,3,2,2,2,10,1,13,12,12,12,5,5,12,12,10,10,10,10,10,2,2,2,2,2,10,10,1,0,0,0,0,0,0,0,0,0,1,1,13,1,14,13,1,1,1,0,1,10,10,10,2,2,2,3,3,3,2,3,2,3,2,3,2
10,10,10,10,10,10,1,13,13,12,12,12,12,13,1,10,10,10,10,10,10,10,10,10,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,1,13,13,1,13,13,10,1,1,10,10,10,10,2,2,2,3,3,3,3,3,3,3,2,3
10,10,2,2,2,1,1,1,13,13,13,12,13,13,10,1,1,1,1,1,1,1,1,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,1,13,1,1,0,1,1,14,14,13,10,10,10,10,10,10,10,10,2,2,2,2,3,3,3,3
10,2,2,2,2,1,1,1,1,13,13,13,13,10,1,10,10,1,1,10,10,1,10,1,10,10,1,0,0,0,0,0,0,1,0,0,0,1,13,1,0,0,0,0,0,1,1,13,13,10,1,10,1,10,10,10,10,10,10,10,10,10,2,2
10,10,2,10,10,1,1,1,1,10,1,1,10,1,10,10,1,1,1,1,10,1,1,1,10,1,0,0,0,0,0,0,1,13,1,1,1,13,1,0,0,0,0,0,0,0,0,1,1,10,10,1,10,10,1,1,1,10,1,1,1,10,10,10
10,10,10,10,10,1,1,1,10,1,10,1,1,10,1,1,1,10,10,10,10,1,1,10,1,1,1,1,1,1,0,0,0,1,14,13,13,1,0,0,0,0,0,0,0,0,0,0,1,1,10,10,1,10,10,10,10,10,10,10,10,10,1,1
2,2,3,3,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,10,10,10,13,1,0,0,1,13,1,1,13,1,0,0,0,0,0,0,0,0,1,10,10,2,2,3,3,3,3,3,2,3,3,3,2,3,10
2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,10,1,0,1,13,1,0,1,14,13,1,0,0,0,0,0,0,0,1,2,2,3,3,3,2,7,5,5,5,5,2,3,3,2,2
3,3,2,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,1,0,0,1,0,0,0,1,1,13,1,0,0,0,0,0,0,1,3,3,3,3,2,7,7,3,3,10,5,12,10,3,2,2
2,3,3,2,3,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,2,3,2,2,2,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,3,2,5,5,3,3,7,5,2,12,12,3,3,2
3,2,2,3,2,3,2,3,2,3,2,3,2,2,2,2,2,2,3,2,2,10,10,10,10,2,2,2,2,10,1,0,0,0,0,0,0,1,1,1,5,5,2,5,5,2,5,1,2,3,3,3,5,3,5,7,7,5,12,2,12,10,2,2
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,10,10,10,10,10,10,1,0,0,0,0,1,1,5,2,5,7,7,3,7,5,3,5,5,10,2,2,2,5,2,5,5,5,12,12,2,12,10,10,10
10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,10,10,1,0,0,0,0,1,5,7,7,3,7,7,7,3,7,7,3,5,5,10,10,2,2,5,2,12,12,12,12,13,2,13,1,10,10
1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,2,2,3,3,3,2,10,10,10,1,1,10,10,1,0,0,0,0,1,5,5,5,5,3,5,5,5,3,5,5,3,12,5,10,2,2,2,5,12,2,12,13,13,2,13,13,1,10,2
10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,3,3,3,3,3,3,3,3,3,10,10,1,1,0,0,0,0,0,0,1,13,12,12,2,12,12,12,3,12,12,3,12,5,2,3,3,3,3,12,12,2,2,2,13,13,1,1,1,10
3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,2,2,10,1,0,0,0,0,0,0,0,1,13,13,2,13,12,12,2,12,12,2,12,12,3,3,3,3,3,10,12,12,13,13,13,1,1,1,1,1
2,3,2,3,2,2,2,2,2,3,2,3,2,3,10,10,10,10,10,10,2,2,2,2,2,10,10,1,0,0,0,0,0,0,0,0,1,1,1,13,13,13,2,13,13,2,13,12,2,3,2,3,2,2,2,10,10,1,1,1,1,1,1,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,1,13,13,1,13,13,2,13,13,10,1,10,1,10,10,10,10,10,10,10,10,1,1,1,1
10,10,2,2,3,3,3,3,2,10,2,2,10,10,10,1,1,1,1,1,1,1,1,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13,13,1,13,13,1,10,1,10,1,10,10,10,2,2,10,10,10,10,1,10
10,2,2,2,2,2,2,2,2,2,2,2,10,10,1,10,10,1,1,10,10,1,10,1,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,14,12,14,14,13,10,10,3,3,3,3,2,3,3,3,2,2,2,10,10,10
10,10,2,10,10,10,10,10,10,10,10,10,10,1,10,1,1,1,1,1,10,10,1,1,10,14,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,14,14,14,13,13,10,3,2,3,2,2,3,3,2,2,3,3,3,2,2,2
10,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,10,10,10,10,1,10,14,12,14,13,1,0,0,0,0,1,0,0,0,0,0,0,1,13,1,14,13,13,13,10,2,3,2,3,3,2,2,2,2,3,3,3,3,3,3,3
2,10,10,1,1,1,1,1,1,1,1,1,1,13,1,13,13,14,13,13,1,13,14,14,14,10,14,13,1,0,0,0,1,13,1,1,0,0,0,0,0,1,13,14,13,13,1,13,1,10,10,3,2,3,3,2,2,2,3,3,3,3,3,3
3,3,2,10,1,1,1,1,1,1,1,1,13,1,13,13,13,13,13,1,13,13,13,14,14,14,13,13,1,0,0,0,1,14,13,13,1,0,0,1,1,13,14,13,13,14,14,13,10,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3
2,3,2,10,1,1,1,1,1,1,1,1,1,13,13,14,14,13,13,13,1,14,13,13,14,14,13,14,13,1,0,0,1,12,14,14,13,1,1,13,14,14,14,13,14,12,14,14,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3
2,2,10,1,10,1,1,1,1,1,1,1,1,13,14,14,12,14,13,1,13,14,13,1,13,14,14,14,13,1,1,0,1,14,13,13,13,1,13,14,12,14,14,13,14,14,14,14,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3
1,10,1,10,10,2,3,3,3,3,3,2,10,10,10,13,10,10,13,13,13,13,13,13,13,14,14,14,1,13,13,1,1,13,1,13,1,13,13,14,14,13,13,13,14,14,14,12,10,2,2,2,2,10,10,10,10,10,10,2,2,2,2,2
1,1,10,2,2,2,2,3,3,2,3,2,2,3,2,10,14,12,14,13,14,13,14,13,14,14,12,14,13,14,13,13,1,1,13,1,13,1,13,14,13,1,13,13,14,13,14,14,10,10,10,10,10,10,1,1,1,1,1,1,10,10,10,10
1,10,2,2,3,2,3,3,2,3,2,3,3,3,3,10,10,14,14,13,13,13,13,13,13,13,14,14,13,13,14,1,1,13,1,13,1,13,1,14,1,13,1,13,13,13,14,13,13,10,10,1,10,1,1,1,1,1,1,1,1,1,1,1
2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,10,10,14,14,13,13,13,1,13,13,13,13,14,14,14,14,13,1,14,14,13,1,13,14,13,13,1,13,13,14,14,14,13,13,13,10,10,1,1,1,1,10,10,10,2,3,3,3,2
3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,10,13,14,14,14,14,13,13,13,14,13,13,13,14,14,12,13,1,12,14,14,13,14,14,13,1,13,1,13,14,14,13,13,13,13,14,14,10,10,2,2,3,3,3,3,3,3,3,3
2,3,2,3,2,3,3,2,2,3,3,2,3,2,10,10,14,14,14,14,12,14,13,1,13,13,14,13,1,13,14,13,1,14,13,13,13,14,14,13,14,13,13,1,14,14,13,13,13,14,12,10,2,2,2,3,3,3,3,3,2,2,2,2
3,2,3,2,3,3,2,3,3,3,2,3,2,10,10,10,13,13,13,13,14,14,13,13,1,13,13,1,13,1,13,1,0,1,13,1,13,14,14,14,14,14,14,13,14,14,14,13,13,14,14,10,10,2,2,2,2,2,2,2,10,10,10,10
2,3,2,3,3,3,3,3,3,2,2,2,10,1,10,1,14,13,1,13,13,14,13,13,13,1,1,13,13,13,1,0,0,0,1,13,14,12,14,14,14,13,14,13,14,12,14,14,13,14,13,10,10,10,10,10,10,10,10,10,10,10,10,10
3,3,3,3,2,2,2,2,10,10,10,10,1,10,1,10,14,13,13,1,13,13,14,13,13,14,13,13,14,14,13,1,0,1,13,13,14,14,13,13,14,14,14,14,14,14,13,13,13,14,13,13,10,1,10,1,10,1,1,1,1,1,1,1
2,2,10,10,10,10,10,10,10,10,10,1,10,1,10,13,14,1,1,13,1,13,14,14,14,14,13,14,14,12,14,13,1,13,13,14,12,10,14,1,13,14,14,14,14,14,13,1,13,13,13,13,1,10,1,10,1,10,1,10,10,1,1,10
10,10,10,1,1,1,10,1,1,1,10,10,1,10,1,13,13,1,13,1,1,13,14,14,12,14,13,13,13,14,14,13,1,13,14,13,14,14,14,13,1,13,14,12,14,14,13,13,13,14,13,13,14,1,10,1,1,1,10,10,1,1,1,1
1,1,10,10,10,10,10,10,10,10,10,1,10,1,13,13,13,13,13,1,1,13,13,13,14,14,13,1,13,13,14,1,1,13,14,13,14,12,14,14,13,1,14,14,13,1,13,13,13,13,13,13,14,14,1,10,10,1,10,10,10,10,10,1
3,3,3,3,3,3,2,2,2,3,3,3,10,10,10,1,14,13,1,0,1,13,1,13,13,14,1,13,1,13,13,1,0,1,13,13,14,14,14,13,1,13,14,13,1,13,1,14,13,14,13,13,14,14,13,13,1,13,13,1,10,10,2,2
3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,10,13,13,13,1,0,1,13,1,1,13,13,1,0,1,1,0,1,13,14,13,14,14,14,13,13,1,14,1,13,13,13,1,1,14,13,13,14,13,1,13,13,1,13,13,10,2,3,3
