FileVersion,1
Sprites,64
Colorselector,0,45,22,0
Colorselector,1,0,0,0
Colorselector,2,86,86,86
Colorselector,3,172,172,172
Colorselector,4,255,255,255
Colorselector,5,128,0,128
Colorselector,6,20,255,255
Colorselector,7,255,0,0
Colorselector,8,0,255,64
Colorselector,9,247,121,200
Colorselector,10,130,68,0
Colorselector,11,81,0,40
Colorselector,12,43,185,150
Colorselector,13,73,121,34
Colorselector,14,88,100,167
Colorselector,15,252,239,3
Colorselector,16,255,0,255
spritebank,0
SpriteStart
SpriteBitmapBlock,0,67,24
1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,5,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,5,5,5,11,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,1,5,5,5,5,11,1,1,0,0,0,0,0,0,0,1,1,12,1,1,0,0,0
0,1,1,5,5,5,5,11,1,1,0,0,0,0,0,1,1,12,8,12,1,1,0,0
0,0,1,11,5,5,5,5,11,1,1,0,0,0,1,1,12,8,8,8,12,1,1,0
0,0,1,11,5,5,5,5,5,14,1,1,0,0,1,12,8,8,8,12,8,12,1,0
0,0,1,1,11,5,5,5,14,5,14,1,1,1,1,8,8,8,12,8,12,12,1,1
0,0,0,1,1,11,5,14,5,14,14,12,1,1,12,8,8,8,8,12,12,14,14,1
0,0,0,0,1,1,14,5,14,14,12,14,12,12,8,8,8,8,12,8,12,14,5,1
0,0,0,0,0,1,1,14,14,12,14,12,12,8,12,8,8,8,8,12,14,14,14,5
0,0,0,0,0,0,1,14,12,14,12,12,8,12,8,8,8,12,1,14,14,14,5,14
0,0,0,0,0,0,1,1,14,12,12,8,12,8,8,8,8,1,1,1,14,5,14,5
0,0,0,0,0,0,0,1,1,12,8,12,8,8,8,8,12,1,1,1,5,14,5,5
0,0,0,0,0,0,0,0,1,1,12,8,8,8,8,8,1,1,1,11,5,5,5,5
0,0,0,0,0,0,0,0,0,1,12,8,8,8,8,12,1,1,11,5,5,5,5,5
0,0,0,0,0,0,0,0,0,1,1,12,8,8,12,1,1,11,5,1,5,5,5,5
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,11,5,5,5,1,1,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,5,5,5,5,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,5,5,5,5,5,1,15,15
0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,5,5,5,5,5,5,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,12,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,12,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,12,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,8,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,12,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,12,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,8,12,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,1,5,5,5,5,5,1,11
0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,1,5,5,5,5,5,1,11
0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,1,5,5,5,5,5,1,11
0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,5,5,5,5,5,1,11
0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,5,5,5,5,5,1,11,5
0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,1,5,5,5,5,5,1,11,5
0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,1,5,5,5,5,5,1,11,5
0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,11,1,5,1,5,1,11,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,11,1,11,1,11,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,11,5,11,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,5,11,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,5,11,5,11,5,11,5,11
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,11,11,5,11,5,11,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,11,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,8,8,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,5,5,5,5,5,8
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,5,8,8,8,8,8,8,5
0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,5,8,8,5,5,5,5,11
0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,5,5,8,8,5,5,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,5,11,1,1,1,1,1
SpriteSpeccyBlock,0,9,3
7,0,0,7,0,0,7,0,0
7,0,0,7,0,0,7,0,0
7,0,1,7,0,0,7,0,0
7,0,1,7,0,0,7,0,0
7,0,1,7,0,0,7,0,0
7,0,1,7,0,0,7,0,0
7,0,1,7,0,0,7,0,0
7,0,1,7,0,0,7,0,0
7,0,1,7,0,0,7,0,0
SpriteAttribs,0,0,0,0
SpriteBitmapBlock,1,68,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,8,8,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,8,12,8,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,8,12,8,12,8,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,12,8,12,8,12,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,14,12,12,12,12,8,8
0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,14,14,12,14,12,8,12,8,8
1,1,1,1,11,11,11,11,11,11,1,1,1,1,14,5,14,14,12,14,12,8,12,8
5,14,11,11,11,5,5,5,5,11,11,14,5,14,5,14,5,14,14,12,14,12,8,12
14,5,5,5,5,5,5,5,5,5,5,5,14,5,14,5,14,5,14,14,1,12,12,8
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,5,14,1,1,8,8
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,1,1,1,1,8
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,1,1,1,1
5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,11,1,0,0
5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,11,1,0,0
5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,1,0,0
1,1,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,0,0
1,5,5,5,5,5,5,1,15,15,1,5,5,5,5,5,5,5,5,5,5,1,1,0
5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,11,1,0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,1,0
5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,5,5,5,5,5,5,1,0
5,5,5,5,5,5,5,5,5,5,5,5,12,8,8,8,8,12,5,5,5,5,1,0
1,5,5,5,5,5,1,5,5,5,5,5,8,8,8,8,8,8,12,5,5,11,1,0
1,5,5,1,5,5,1,5,5,5,5,12,8,8,8,8,8,8,8,5,5,1,1,0
5,1,1,5,1,1,5,5,5,5,5,8,8,8,8,8,8,8,8,5,5,1,0,0
5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,12,5,11,1,0,0
5,5,5,5,5,5,5,5,5,5,5,12,8,8,8,8,8,12,5,5,1,1,0,0
5,5,5,5,5,5,5,5,5,5,5,5,12,8,8,8,12,5,5,11,1,0,0,0
5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,5,5,5,5,1,1,0,0,0
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0
5,11,5,11,5,11,5,11,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0
5,5,11,5,11,5,11,5,5,5,5,5,5,5,5,8,12,5,5,5,5,1,0,0
5,5,5,11,5,11,5,5,5,5,5,1,5,5,12,8,8,8,12,5,5,1,1,0
5,5,5,5,5,5,5,5,5,5,5,1,11,5,5,5,12,8,8,12,5,5,1,0
5,5,5,5,5,5,5,5,5,5,5,1,11,11,5,5,5,12,8,8,12,5,1,0
5,5,5,5,5,5,5,5,5,5,5,1,11,11,5,5,5,5,5,8,8,12,1,1
5,5,5,5,5,5,5,5,5,5,5,1,11,5,5,5,5,5,5,12,8,8,5,1
5,5,5,5,1,11,5,5,5,5,5,1,11,5,5,5,5,5,12,8,8,5,5,1
5,5,5,5,1,5,5,5,5,5,11,1,11,5,5,5,5,12,8,8,12,5,5,1
5,5,5,5,1,5,5,5,5,5,1,11,11,5,5,5,5,8,8,12,5,5,5,1
5,5,5,5,1,5,5,5,5,5,1,11,5,5,5,5,8,8,12,5,5,5,5,1
5,5,5,1,11,5,5,5,5,5,1,11,5,5,5,5,12,8,8,12,5,5,5,1
