FileVersion,1
Sprites,64
Colorselector,0,45,22,0
Colorselector,1,0,0,0
Colorselector,2,86,86,86
Colorselector,3,172,172,172
Colorselector,4,255,255,255
Colorselector,5,128,0,128
Colorselector,6,132,255,255
Colorselector,7,255,0,0
Colorselector,8,0,232,99
Colorselector,9,247,121,200
Colorselector,10,104,104,255
Colorselector,11,248,186,22
Colorselector,12,26,145,94
Colorselector,13,30,30,255
Colorselector,14,151,0,0
Colorselector,15,255,196,252
Colorselector,16,255,0,255
spritebank,0
SpriteStart
SpriteBitmapBlock,0,64,24
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1
1,1,1,1,1,1,1,5,9,9,9,5,5,1,1,5,5,5,5,5,1,5,1,1
1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,9,9,9,5,5,5,5,9,9
1,1,1,1,5,5,5,9,5,1,5,5,5,1,1,1,1,1,1,1,5,1,5,9
1,1,1,5,5,5,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,5
1,1,9,5,5,1,1,1,1,1,5,1,1,1,1,1,5,9,9,1,1,1,1,1
1,1,9,5,1,1,1,1,1,5,5,1,1,1,9,5,5,5,5,5,5,1,1,1
1,5,5,1,1,1,1,1,5,5,5,1,1,9,9,5,5,1,1,1,1,1,1,1
1,5,5,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1
5,9,1,1,1,1,1,9,5,1,1,1,1,5,1,1,1,1,1,5,5,5,5,5
5,9,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,5,5,5,5,5,5,5
5,5,1,1,1,1,1,5,1,1,1,1,9,5,1,1,1,1,1,1,1,1,1,1
1,5,5,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1
1,1,5,5,1,1,9,9,1,1,1,5,5,1,5,5,1,1,1,1,1,5,1,5
1,1,1,5,5,1,5,5,1,1,1,9,9,1,5,5,5,5,5,5,5,5,1,5
1,1,1,1,1,1,5,1,1,1,1,5,1,1,5,5,1,3,5,5,5,5,5,1
1,1,1,1,1,1,9,1,1,1,5,5,1,1,5,5,3,3,3,3,3,5,5,5
1,1,1,1,1,1,9,1,1,1,5,1,1,5,5,3,1,1,1,4,4,3,5,5
1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,3,1,1,1,1,4,4,4,3
1,1,1,1,1,1,5,5,1,1,1,1,1,5,5,3,1,1,1,1,4,4,4,4
1,1,1,1,1,1,1,5,5,1,1,1,1,1,5,5,1,1,1,1,1,4,4,4
1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,1,1,1,1,1,4,4,4
1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,5,7,9,7,7,1,4,1,1
1,1,1,1,1,1,1,1,5,1,5,5,1,5,1,5,7,1,1,7,4,4,4,4
1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,5,7,9,7,7,4,4,4,4
1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,4,4,4,4,4,4
1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,4,4,4,4,4,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,4,1,1,4,4,4,4,3,3,3,3,3,1,1,1,4,4
1,1,1,1,1,1,1,4,1,4,4,4,4,4,1,1,1,1,1,3,3,4,4,4
1,1,1,1,1,1,1,4,1,4,4,4,4,3,3,3,3,3,3,1,1,4,4,4
1,1,1,1,1,1,1,4,1,4,4,4,4,1,1,1,1,3,3,3,3,4,4,4
1,1,1,1,1,1,1,4,1,4,4,4,1,1,1,1,1,1,1,1,1,2,2,4
1,1,1,1,1,1,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2
1,1,1,1,1,1,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1
